mmm_timeseries_id,organisation_id,organisation_vertical,organisation_subvertical,organisation_marketing_sources,organisation_primary_territory_name,territory_name,date_day,currency_code,first_purchases,first_purchases_units,first_purchases_original_price,first_purchases_gross_discount,all_purchases,all_purchases_units,all_purchases_original_price,all_purchases_gross_discount,google_paid_search_spend,google_shopping_spend,google_pmax_spend,google_display_spend,google_video_spend,meta_facebook_spend,meta_instagram_spend,meta_other_spend,tiktok_spend,google_paid_search_clicks,google_shopping_clicks,google_pmax_clicks,google_display_clicks,google_video_clicks,meta_facebook_clicks,meta_instagram_clicks,meta_other_clicks,tiktok_clicks,google_paid_search_impressions,google_shopping_impressions,google_pmax_impressions,google_display_impressions,google_video_impressions,meta_facebook_impressions,meta_instagram_impressions,meta_other_impressions,tiktok_impressions,direct_clicks,branded_search_clicks,organic_search_clicks,email_clicks,referral_clicks,all_other_clicks,total_google_spend,total_meta_spend,day_of_week,week_of_year,month,is_weekend,is_holiday,total_google_spend_log,total_meta_spend_log
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-07-29,USD,22,27,3837.980834417,632.595555037,27,32,4552.984240467,846.593069199,0.0,0.0,205.528905465,0.0,0.0,233.75,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,31907.0,0.0,0.0,18997.0,0.0,0.0,0.0,139.0,0.0,300.0,1.0,61.0,40.0,205.528905465,233.75,4,30,7,0,0,5.330440380643817,5.458521118088372
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-07-30,USD,14,21,2747.998630691,443.996522454,17,26,3177.99803177,613.806522454,0.0,0.0,277.082024518,0.0,0.0,248.84,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,44483.0,0.0,0.0,20188.0,0.0,0.0,0.0,209.0,0.0,442.0,8.0,110.0,62.0,277.082024518,248.84,5,30,7,1,0,5.6279161223943115,5.520820712974823
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-07-31,USD,31,39,4567.998817897,1185.197965701,39,48,5468.998817897,1504.997965701,0.0,0.0,427.436429252,0.0,0.0,274.51,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,58173.0,0.0,0.0,24718.0,0.0,0.0,0.0,262.0,0.0,427.0,631.0,108.0,65.0,427.436429252,274.51,6,30,7,1,0,6.060142370560513,5.618623925574879
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-01,USD,18,30,2878.98238509,696.519993179,22,34,3335.970202072,754.41074707,35.24,0.0,347.232797778,0.0,0.0,270.06,0.0,0.0,0.0,48.0,0.0,320.0,0.0,0.0,163.0,0.0,0.0,0.0,890.0,0.0,55559.0,0.0,0.0,25076.0,0.0,0.0,0.0,247.0,0.0,400.0,117.0,125.0,68.0,382.47279777800003,270.06,0,31,8,0,0,5.949268686813067,5.60234019858787
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-02,USD,23,27,3107.99366851,627.097427389,28,33,3991.987441096,934.011083386,38.4,0.0,314.952970614,0.0,0.0,257.62,0.0,0.0,0.0,46.0,0.0,330.0,0.0,0.0,127.0,0.0,0.0,0.0,702.0,0.0,47854.0,0.0,0.0,22688.0,0.0,0.0,0.0,255.0,0.0,425.0,37.0,146.0,65.0,353.35297061399996,257.62,1,31,8,0,0,5.870293508497547,5.555359802867706
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-03,USD,25,34,4513.998777116,818.006776983,25,34,4513.998777116,818.006776983,25.13,0.0,392.463058776,0.0,0.0,198.93,0.0,0.0,0.0,31.0,0.0,371.0,0.0,0.0,92.0,0.0,0.0,0.0,356.0,0.0,52097.0,0.0,0.0,14486.0,0.0,0.0,0.0,215.0,0.0,443.0,33.0,137.0,86.0,417.593058776,198.93,2,31,8,0,0,6.036899227877283,5.297967305283741
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-04,USD,23,27,3507.990457088,541.1,24,28,3756.990457088,761.1,20.57,0.0,354.88070814,0.0,0.0,150.67,0.0,0.0,0.0,23.0,0.0,335.0,0.0,0.0,58.0,0.0,0.0,0.0,373.0,0.0,54418.0,0.0,0.0,8954.0,0.0,0.0,0.0,206.0,0.0,450.0,17.0,109.0,45.0,375.45070814,150.67,3,31,8,0,0,5.93078711739411,5.021707108063305
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-05,USD,33,48,6530.990937141,1116.696336214,38,57,7620.990937141,1674.706336214,17.34,0.0,375.67,0.0,0.0,136.34,0.0,0.0,0.0,22.0,0.0,363.0,0.0,0.0,71.0,0.0,0.0,0.0,436.0,0.0,60234.0,0.0,0.0,9713.0,0.0,0.0,0.0,193.0,0.0,491.0,24.0,130.0,63.0,393.01,136.34,4,31,8,0,0,5.976376289686509,4.9224596031925305
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-06,USD,22,30,3194.982270999,1076.092891096,25,35,3562.982270999,1136.092891096,21.61,0.0,410.51,0.0,0.0,137.13,0.0,0.0,0.0,24.0,0.0,361.0,0.0,0.0,77.0,0.0,0.0,0.0,318.0,0.0,68403.0,0.0,0.0,11664.0,0.0,0.0,0.0,229.0,0.0,454.0,251.0,111.0,41.0,432.12,137.13,5,31,8,1,0,6.0710148258659915,4.928195270711869
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-07,USD,30,34,4513.955341395,1159.751258609,34,39,5099.945341395,1434.741258609,18.62,0.0,348.94,0.0,0.0,149.06,0.0,0.0,0.0,22.0,0.0,334.0,0.0,0.0,49.0,0.0,0.0,0.0,384.0,0.0,71589.0,0.0,0.0,13756.0,0.0,0.0,0.0,167.0,0.0,442.0,226.0,126.0,28.0,367.56,149.06,6,31,8,1,0,5.909603520627662,5.011035214117583
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-08,USD,17,19,3232.974703452,971.395661594,21,24,3581.974703452,1030.595661594,72.54,0.0,383.01,0.0,0.0,149.19,0.0,0.0,0.0,76.0,0.0,327.0,0.0,0.0,45.0,0.0,0.0,0.0,909.0,0.0,58092.0,0.0,0.0,12945.0,0.0,0.0,0.0,196.0,0.0,499.0,73.0,119.0,40.0,455.55,149.19,0,32,8,0,0,6.123698223062349,5.01190115921749
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-09,USD,30,35,4640.992276126,582.8,41,51,7014.992276126,1078.2,82.34,0.0,310.25,0.0,0.0,144.88,0.0,0.0,0.0,88.0,0.0,295.0,0.0,0.0,70.0,0.0,0.0,0.0,1305.0,0.0,51042.0,0.0,0.0,12131.0,0.0,0.0,0.0,159.0,0.0,397.0,28.0,120.0,30.0,392.59000000000003,144.88,1,32,8,0,0,5.975309758351282,4.982784365940479
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-10,USD,23,29,4590.002430662,1340.004254066,28,35,5634.002430662,1659.714254066,63.96,0.0,311.12,0.0,0.0,146.38,0.0,0.0,0.0,71.0,0.0,304.0,0.0,0.0,67.0,0.0,0.0,0.0,1186.0,0.0,51676.0,0.0,0.0,11983.0,0.0,0.0,0.0,205.0,0.0,389.0,225.0,109.0,39.0,375.08,146.38,2,32,8,0,0,5.929801886715875,4.9930142853388535
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-11,USD,16,22,2844.992609924,809.553007802,18,24,3041.992609924,873.703007802,67.41,0.0,377.69,0.0,0.0,144.47,0.0,0.0,0.0,78.0,0.0,296.0,0.0,0.0,76.0,0.0,0.0,0.0,938.0,0.0,52194.0,0.0,0.0,11830.0,0.0,0.0,0.0,182.0,0.0,391.0,63.0,98.0,37.0,445.1,144.47,3,32,8,0,0,6.100543142134219,4.97996987978537
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-12,USD,19,26,3735.986111216,801.962411429,22,34,4229.956111216,945.072411429,86.11,0.0,192.45,0.0,0.0,141.58,0.0,0.0,0.0,91.0,0.0,201.0,0.0,0.0,61.0,0.0,0.0,0.0,1093.0,0.0,42903.0,0.0,0.0,11111.0,0.0,0.0,0.0,195.0,0.0,404.0,181.0,108.0,60.0,278.56,141.58,4,32,8,0,0,5.633216938608928,4.959903245689483
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-13,USD,28,36,5560.978442149,1625.053119546,32,43,6247.978442149,1904.353119546,88.31,0.0,304.67,0.0,0.0,140.26,0.0,0.0,0.0,97.0,0.0,314.0,0.0,0.0,63.0,0.0,0.0,0.0,1282.0,0.0,44574.0,0.0,0.0,10280.0,0.0,0.0,0.0,156.0,0.0,425.0,75.0,106.0,26.0,392.98,140.26,5,32,8,1,0,5.976300146588209,4.9506021639807765
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-14,USD,22,28,3823.981758809,779.342396419,27,36,4199.981758809,858.792396419,76.23,0.0,324.66,0.0,0.0,148.73,0.0,0.0,0.0,82.0,0.0,334.0,0.0,0.0,61.0,0.0,0.0,0.0,946.0,0.0,52034.0,0.0,0.0,13704.0,0.0,0.0,0.0,183.0,0.0,408.0,262.0,117.0,32.0,400.89000000000004,148.73,6,32,8,1,0,5.9961784193342025,5.008833672149628
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-15,USD,25,42,5120.997610666,1659.698471012,29,49,5908.999288088,1900.851626464,69.14,0.0,282.99,0.0,0.0,152.14,0.0,0.0,0.0,90.0,0.0,273.0,0.0,0.0,39.0,0.0,0.0,0.0,1456.0,0.0,49452.0,0.0,0.0,14585.0,0.0,0.0,0.0,207.0,0.0,376.0,110.0,123.0,38.0,352.13,152.14,0,33,8,0,0,5.866836261092499,5.031352535684977
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-16,USD,39,51,5145.953457479,1352.666495907,43,55,5552.952403931,1503.07745887,86.88,0.0,291.79,0.0,0.0,134.99,0.0,0.0,0.0,97.0,0.0,250.0,0.0,0.0,43.0,0.0,0.0,0.0,1165.0,0.0,54286.0,0.0,0.0,12690.0,0.0,0.0,0.0,197.0,0.0,404.0,167.0,133.0,37.0,378.67,134.99,1,33,8,0,0,5.939302454371787,4.912581353620868
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-17,USD,22,30,4445.99048744,961.040097488,25,35,4663.99048744,1035.140097488,84.15,0.0,317.39,0.0,0.0,130.4,0.0,0.0,0.0,107.0,0.0,267.0,0.0,0.0,38.0,0.0,0.0,0.0,1205.0,0.0,52755.0,0.0,0.0,10966.0,0.0,0.0,0.0,192.0,0.0,402.0,52.0,124.0,68.0,401.53999999999996,130.4,2,33,8,0,0,5.997794470802852,4.8782461060505105
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-18,USD,29,32,4774.962874386,1553.859598694,34,37,5520.962874386,1693.159598694,64.49,0.0,329.07,0.0,0.0,140.47,0.0,0.0,0.0,106.0,0.0,237.0,0.0,0.0,59.0,0.0,0.0,0.0,1120.0,0.0,57721.0,0.0,0.0,12234.0,0.0,0.0,0.0,198.0,0.0,383.0,233.0,130.0,74.0,393.56,140.47,3,33,8,0,0,5.977771219975979,4.952087680470843
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-19,USD,20,29,3368.946418935,973.950679394,23,32,3895.946418935,1158.400679394,90.29,0.0,399.86,0.0,0.0,152.49,0.0,0.0,0.0,109.0,0.0,365.0,0.0,0.0,57.0,0.0,0.0,0.0,1270.0,0.0,59238.0,0.0,0.0,14168.0,0.0,0.0,0.0,209.0,0.0,440.0,96.0,118.0,94.0,490.15000000000003,152.49,4,33,8,0,0,6.196749580120879,5.033635418325317
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-20,USD,22,26,4315.987170506,1380.491049984,30,36,5878.987170506,1927.541049984,98.55,0.0,430.68,0.0,0.0,151.37,0.0,0.0,0.0,129.0,0.0,389.0,0.0,0.0,52.0,0.0,0.0,0.0,1665.0,0.0,65427.0,0.0,0.0,15812.0,0.0,0.0,0.0,243.0,0.0,419.0,241.0,153.0,97.0,529.23,151.37,5,33,8,1,0,6.273310874675928,5.026311773481264
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-21,USD,34,40,5935.963317124,1425.483363124,39,46,6979.963317124,1776.983363124,107.16,0.0,405.03,0.0,0.0,148.92,0.0,0.0,0.0,118.0,0.0,350.0,0.0,0.0,67.0,0.0,0.0,0.0,1738.0,0.0,62427.0,0.0,0.0,16638.0,0.0,0.0,0.0,237.0,0.0,412.0,95.0,160.0,53.0,512.1899999999999,148.92,6,33,8,1,0,6.240646146970964,5.010101818490112
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-22,USD,26,78,6753.990150763,2040.901407673,34,87,8037.990150763,2338.901407673,58.51,0.0,309.49,0.0,0.0,136.53,0.0,0.0,0.0,81.0,0.0,263.0,0.0,0.0,71.0,0.0,0.0,0.0,431.0,0.0,44416.0,0.0,0.0,16765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.0,368.0,136.53,0,34,8,0,0,5.910796644040527,4.9238420751266165
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-23,USD,19,23,3377.989407436,907.652907051,23,32,4002.992571971,1133.111699913,37.25,0.0,304.02,0.0,0.0,147.09,0.0,0.0,0.0,58.0,0.0,309.0,0.0,0.0,68.0,0.0,0.0,0.0,302.0,0.0,46821.0,0.0,0.0,16516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.0,341.27,147.09,1,34,8,0,0,5.835599899276388,4.997820197049412
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-24,USD,29,36,5548.988168148,1795.497477877,32,39,5817.968168148,1984.507477877,22.7,0.0,348.85,0.0,0.0,140.86,0.0,0.0,0.0,47.0,0.0,345.0,0.0,0.0,60.0,0.0,0.0,0.0,266.0,0.0,47539.0,0.0,0.0,14367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,371.55,140.86,2,34,8,0,0,5.920371256999736,4.954840655773941
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-25,USD,24,57,5287.003163804,1969.847585213,28,62,5814.998178354,2087.797585213,61.11,0.0,374.21,0.0,0.0,143.8,0.0,0.0,0.0,114.0,0.0,358.0,0.0,0.0,51.0,0.0,0.0,0.0,3970.0,0.0,46139.0,0.0,0.0,14403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,435.32,143.8,3,34,8,0,0,6.078375919097279,4.975353479951616
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-26,USD,23,30,3818.962034911,1119.79,30,39,4983.950988959,1349.387332606,53.93,0.0,304.03,0.0,0.0,154.79,0.0,0.0,0.0,105.0,0.0,304.0,0.0,0.0,83.0,0.0,0.0,0.0,4104.0,0.0,44900.0,0.0,0.0,16221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,357.96,154.79,4,34,8,0,0,5.883210961667728,5.048508946524337
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-27,USD,26,36,4534.992920757,1207.449941376,36,52,6172.987233077,1824.609941376,61.8,0.0,412.45,0.0,0.0,157.88,0.0,0.0,0.0,124.0,0.0,392.0,0.0,0.0,85.0,0.0,0.0,0.0,2719.0,0.0,53799.0,0.0,0.0,14812.0,0.0,0.0,0.0,317.0,0.0,491.0,221.0,116.0,36.0,474.25,157.88,5,34,8,1,0,6.163840981368539,5.068149200296863
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-28,USD,30,43,5131.568954047,1511.35,34,47,5855.568954047,1765.75,62.26,0.0,406.86,0.0,0.0,156.74,0.0,0.0,0.0,103.0,0.0,388.0,0.0,0.0,58.0,0.0,0.0,0.0,1180.0,0.0,49238.0,0.0,0.0,16033.0,0.0,0.0,0.0,287.0,0.0,441.0,49.0,120.0,36.0,469.12,156.74,6,34,8,1,0,6.152987981264653,5.060948107969845
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-29,USD,31,39,5372.942732861,1851.368264763,39,51,6411.942732861,2146.828264763,54.52,0.0,305.52,0.0,0.0,155.24,0.0,0.0,0.0,87.0,0.0,316.0,0.0,0.0,55.0,0.0,0.0,0.0,1099.0,0.0,48873.0,0.0,0.0,16291.0,0.0,0.0,0.0,275.0,0.0,481.0,34.0,145.0,44.0,360.03999999999996,155.24,0,35,8,0,0,5.888988755518746,5.051393286568423
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-30,USD,31,38,5438.956427859,1675.078890271,35,45,5924.956427859,1786.028890271,80.11,0.0,294.93,0.0,0.0,154.15,0.0,0.0,0.0,190.0,0.0,324.0,0.0,0.0,70.0,0.0,0.0,0.0,1932.0,0.0,39103.0,0.0,0.0,15501.0,0.0,0.0,0.0,267.0,0.0,447.0,161.0,150.0,42.0,375.04,154.15,1,35,8,0,0,5.92969552071035,5.044392390894389
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-08-31,USD,39,56,6664.935969478,2251.211447736,44,66,7703.935969478,2683.961447736,57.18,0.0,286.3,0.0,0.0,150.77,0.0,0.0,0.0,110.0,0.0,307.0,0.0,0.0,57.0,0.0,0.0,0.0,2031.0,0.0,39457.0,0.0,0.0,14969.0,0.0,0.0,0.0,288.0,0.0,454.0,90.0,135.0,58.0,343.48,150.77,2,35,8,0,0,5.842036033616053,5.022366216971954
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-01,USD,79,105,13433.882697438,5112.711113798,90,128,15860.010054278,6083.158066138,67.61,0.0,335.33,0.0,0.0,152.39,0.0,0.0,0.0,129.0,0.0,342.0,0.0,0.0,48.0,0.0,0.0,0.0,1990.0,0.0,40243.0,0.0,0.0,15789.0,0.0,0.0,0.0,335.0,0.0,479.0,871.0,131.0,62.0,402.94,152.39,3,35,9,0,0,6.0012663520802425,5.0329836977600175
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-02,USD,73,89,12645.988832356,5058.391055761,91,119,15614.978101355,6356.800927515,78.35,0.0,225.22,0.0,0.0,156.65,0.0,0.0,0.0,144.0,0.0,273.0,0.0,0.0,76.0,0.0,0.0,0.0,2583.0,0.0,38842.0,0.0,0.0,16122.0,0.0,0.0,0.0,289.0,0.0,484.0,628.0,153.0,44.0,303.57,156.65,4,35,9,0,0,5.718900945787902,5.06037738599107
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-03,USD,80,101,12591.860327299,5036.681840827,97,119,15020.842558411,6008.261210453,70.09,0.0,336.57,0.0,0.0,162.88,0.0,0.0,0.0,123.0,0.0,445.0,0.0,0.0,56.0,0.0,0.0,0.0,2219.0,0.0,52286.0,0.0,0.0,16198.0,0.0,0.0,0.0,303.0,0.0,555.0,787.0,129.0,49.0,406.65999999999997,162.88,5,35,9,1,0,6.010433493655584,5.09913445267867
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-04,USD,87,113,16065.892450474,6426.323348077,107,155,19604.882450474,7913.333348077,71.86,0.0,473.01,0.0,0.0,171.46,0.0,0.0,0.0,135.0,0.0,498.0,0.0,0.0,76.0,0.0,0.0,0.0,2921.0,0.0,56234.0,0.0,0.0,18793.0,0.0,0.0,0.0,289.0,0.0,584.0,909.0,143.0,45.0,544.87,171.46,6,35,9,1,0,6.302380852157639,5.150165325524179
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-05,USD,136,187,25009.940847082,10003.951178643,170,246,29848.651311372,11939.402887414,81.49,0.0,494.97,0.0,0.0,170.55,0.0,0.0,0.0,220.0,0.0,450.0,0.0,0.0,68.0,0.0,0.0,0.0,4102.0,0.0,56695.0,0.0,0.0,19572.0,0.0,0.0,0.0,410.0,0.0,599.0,960.0,209.0,47.0,576.46,170.55,0,36,9,0,0,6.358639175927818,5.144874769304459
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-06,USD,78,102,14633.914240838,5916.96519795,89,136,16868.260842239,6982.901013244,65.35,0.0,329.11,0.0,0.0,167.7,0.0,0.0,0.0,161.0,0.0,474.0,0.0,0.0,60.0,0.0,0.0,0.0,3016.0,0.0,44886.0,0.0,0.0,20437.0,0.0,0.0,0.0,353.0,0.0,476.0,768.0,195.0,53.0,394.46000000000004,167.7,1,36,9,0,0,5.980049644292683,5.128121989551922
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-07,USD,24,33,3808.927416919,902.263443603,29,38,4254.933550852,1036.263443603,77.47,0.0,358.91,0.0,0.0,185.02,0.0,0.0,0.0,170.0,0.0,346.0,0.0,0.0,75.0,0.0,0.0,0.0,3779.0,0.0,41248.0,0.0,0.0,20967.0,0.0,0.0,0.0,392.0,0.0,455.0,225.0,206.0,118.0,436.38,185.02,2,36,9,0,0,6.080802382460177,5.225854194814321
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-08,USD,22,35,4630.991316667,1241.002365649,26,39,5264.991316667,1438.002365649,79.37,0.0,394.75,0.0,0.0,184.13,0.0,0.0,0.0,168.0,0.0,361.0,0.0,0.0,123.0,0.0,0.0,0.0,6726.0,0.0,40837.0,0.0,0.0,19243.0,0.0,0.0,0.0,426.0,0.0,407.0,114.0,203.0,100.0,474.12,184.13,3,36,9,0,0,6.163567403707605,5.221058281001085
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-09,USD,18,22,3712.997468074,1275.803835428,20,25,3901.977468074,1384.813835428,78.99,0.0,362.64,0.0,0.0,192.86,0.0,0.0,0.0,142.0,0.0,453.0,0.0,0.0,124.0,0.0,0.0,0.0,5565.0,0.0,39555.0,0.0,0.0,18873.0,0.0,0.0,0.0,306.0,0.0,501.0,60.0,182.0,95.0,441.63,192.86,4,36,9,0,0,6.092734206612264,5.267136249064462
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-10,USD,18,21,2854.999041007,532.42,19,22,2983.999041007,532.42,88.34,0.0,457.44,0.0,0.0,194.46,0.0,0.0,0.0,181.0,0.0,431.0,0.0,0.0,98.0,0.0,0.0,0.0,5236.0,0.0,53531.0,0.0,0.0,18803.0,0.0,0.0,0.0,323.0,0.0,548.0,203.0,222.0,92.0,545.78,194.46,5,36,9,1,0,6.30404652773609,5.27535575491069
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-11,USD,30,41,4937.978812925,875.04,32,44,5114.978812925,986.05,138.48,0.0,540.82,0.0,0.0,175.95,0.0,0.0,0.0,308.0,0.0,521.0,0.0,0.0,86.0,0.0,0.0,0.0,5419.0,0.0,61389.0,2.0,0.0,18704.0,0.0,0.0,0.0,293.0,0.0,517.0,118.0,257.0,84.0,679.3000000000001,175.95,6,36,9,1,0,6.522533877351015,5.175867206791472
596eef7c71f933d820d0e485935d0e8f,04769dac8b828ec7a85676d9e2bffe6f,Beauty & Fitness,Hair Care,"Google, Meta",US,All Territories,2022-09-12,USD,21,31,3875.991943311,866.450760206,23,33,4163.991943311,959.870760206,129.44,0.0,502.39,0.0,0.0,158.62,0.0,0.0,0.0,306.0,0.0,439.0,0.0,0.0,55.0,0.0,0.0,0.0,4980.0,0.0,53870.0,0.0,0.0,18917.0,0.0,0.0,0.0,284.0,0.0,412.0,63.0,219.0,46.0,631.8299999999999,158.62,0,37,9,0,0,6.450201823673573,5.072795990447863
